precinct,region,district,city,lat,lng,voters,ballots,voted,preterm,atHome,electionDay,Dmitriev,Kanopackaya,Lukashenko,Tikhanovskaya,Cherechen,againstAll,invalidBallots,totalBallots,spoiledBallots,unusedBallots,noReport,violations,TikhanovskayaPercentage,turnout,LukashenkoPercentage,outsideBelarus
05-141-0013,Минская,Минский,аг. Лесной,54.008120700000006,27.6834202,2980.0,1493.0,1569,143.0,8.0,1418.0,22.0,8,419,1024,20.0,76.0,30.0,3000.0,0.0,3.0,False,,0.6526449968132568,0.501006711409396,0.26704907584448695,False
05-141-0014,Минская,Минский,аг. Лесной,53.9991421,27.683001399999995,1818.0,1239.0,1239,240.0,13.0,986.0,23.0,13,270,837,16.0,68.0,12.0,1887.0,0.0,648.0,False,1.0,0.6755447941888619,0.6815181518151815,0.2179176755447942,False
05-141-0015,Минская,Минский,аг. Лесной,53.9991421,27.683001399999995,1680.0,1173.0,1173,349.0,10.0,814.0,14.0,20,395,652,7.0,85.0,,,,,False,1.0,0.5558397271952259,0.6982142857142857,0.33674339300937767,False
05-141-0016,Минская,Минский,аг. Лесной,54.003303,27.681394,1795.0,1060.0,1060,244.0,5.0,820.0,22.0,10,291,636,18.0,83.0,,,,,False,,0.6,0.5905292479108635,0.27452830188679245,False
05-141-0017,Минская,Минский,аг. Лесной,54.0049026,27.683558,1830.0,1231.0,1231,161.0,3.0,1067.0,18.0,14,235,860,18.0,82.0,4.0,1836.0,2.0,603.0,False,,0.6986190089358245,0.6726775956284153,0.1909017059301381,False
05-141-0018,Минская,Минский,аг. Лесной,54.00414129999999,27.683761800000003,1550.0,1130.0,1125,192.0,4.0,929.0,10.0,15,356,660,16.0,68.0,,,,,False,,0.5866666666666667,0.7290322580645161,0.3164444444444444,False
05-141-0019,Минская,Минский,аг. Лесной,54.00016,27.68688,2125.0,1410.0,1409,206.0,1.0,1202.0,21.0,18,242,985,21.0,100.0,22.0,2205.0,5.0,790.0,False,,0.6990773598296665,0.6635294117647059,0.1717530163236338,False
05-141-0020,Минская,Минский,аг. Лесной,54.00016,27.68688,1883.0,1785.0,1775,685.0,10.0,1093.0,21.0,16,982,541,25.0,190.0,,,,,False,,0.3047887323943662,0.9479553903345725,0.5532394366197183,False
05-141-0021,Минская,Минский,аг. Лесной,53.9974383,27.684505699999995,2375.0,1741.0,1737,295.0,11.0,1431.0,27.0,14,279,1274,22.0,107.0,14.0,2500.0,4.0,754.0,False,4.0,0.7334484743811168,0.7330526315789474,0.16062176165803108,False
05-141-0022,Минская,Минский,аг. Лесной,54.00444,27.686875,430.0,427.0,427,,,427.0,15.0,16,136,211,3.0,46.0,,,,,False,,0.49414519906323184,0.9930232558139535,0.3185011709601874,False
05-141-0024,Минская,Минский,1785,53.966208,27.661478499999998,1883.0,1785.0,1785,682.0,10.0,1093.0,21.0,16,982,541,25.0,191.0,9.0,1978.0,,98.0,False,4.0,0.3030812324929972,0.9479553903345725,0.550140056022409,False
05-141-0025,Минская,Минский,д. Копище,53.9552385,27.674449600000003,2375.0,1741.0,1737,295.0,11.0,1431.0,27.0,14,279,1274,22.0,107.0,14.0,2500.0,4.0,754.0,False,5.0,0.7334484743811168,0.7330526315789474,0.16062176165803108,False
05-141-0026,Минская,Минский,д. Копище,53.9570119,27.663127799999998,3062.0,2609.0,2607,123.0,2.0,2482.0,12.0,5,132,2341,19.0,81.0,15.0,3109.0,2.0,500.0,False,,0.8979670118910625,0.8520574787720444,0.05063291139240506,False
05-141-0027,Минская,Минский,д. Копище,53.9552385,27.674449600000003,2032.0,1457.0,1455,102.0,1.0,1352.0,16.0,8,83,1248,15.0,75.0,10.0,2130.0,2.0,853.0,False,,0.8577319587628865,0.7170275590551181,0.0570446735395189,False
05-141-0028,Минская,Минский,д. Копище,53.96200079999999,27.672693199999998,2443.0,1708.0,1708,290.0,3.0,1415.0,29.0,12,457,1049,32.0,129.0,,,,,False,17.0,0.6141686182669789,0.6991404011461319,0.26756440281030447,False
05-141-0029,Минская,Минский,д. Боровая,53.959675,27.631828000000002,872.0,663.0,663,341.0,,332.0,10.0,3,340,263,6.0,41.0,,,,,False,3.0,0.39668174962292607,0.7603211009174312,0.5128205128205128,False
05-141-0030,Минская,Минский,аг. Новоселье,53.9170478,27.192430699999996,1869.0,1381.0,1381,407.0,62.0,912.0,19.0,22,762,445,11.0,97.0,,1869.0,25.0,488.0,False,8.0,0.3222302679217958,0.7388978063135366,0.5517740767559739,False
05-141-0031,Минская,Минский,д. Новое Поле,53.9745246,27.1307962,717.0,592.0,592,162.0,66.0,364.0,8.0,4,241,295,10.0,34.0,,,,,False,1.0,0.4983108108108108,0.8256624825662483,0.40709459459459457,False
05-141-0032,Минская,Минский,п. Тресковщина,53.9112767,27.0933375,1609.0,1386.0,1386,344.0,469.0,573.0,18.0,32,987,256,20.0,47.0,26.0,1634.0,0.0,248.0,False,9.0,0.1847041847041847,0.8614045991298943,0.7121212121212122,False
05-141-0033,Минская,Минский,аг. Чачково,53.8937844,27.2035402,1036.0,852.0,852,277.0,89.0,486.0,14.0,14,501,249,12.0,62.0,,,,,False,2.0,0.29225352112676056,0.8223938223938224,0.5880281690140845,False
05-141-0034,Минская,Минский,аг. Ждановичи,53.944296900000005,27.4148494,2001.0,1721.0,1721,360.0,251.0,1110.0,21.0,29,894,638,36.0,103.0,,,,,False,1.0,0.37071470075537477,0.8600699650174912,0.5194654270772806,False
05-141-0035,Минская,Минский,аг. Ждановичи,53.950214100000004,27.429932399999995,2143.0,1508.0,1502,308.0,19.0,1175.0,16.0,13,796,644,4.0,29.0,,,,,False,5.0,0.42876165113182424,0.703686420905273,0.5299600532623169,False
05-141-0036,Минская,Минский,аг. Ждановичи,53.9502297,27.415976899999997,2398.0,1797.0,1781,193.0,36.0,1552.0,3.0,4,983,768,2.0,21.0,,,,,False,2.0,0.4312184166198765,0.7493744787322769,0.5519371139809096,False
05-141-0037,Минская,Минский,аг. Ждановичи,53.9611,27.434592699999996,61.0,61.0,61,,,61.0,1.0,1,47,5,1.0,6.0,,,,,False,,0.08196721311475409,1.0,0.7704918032786885,False
05-141-0038,Минская,Минский,аг. Ратомка,53.9440637,27.347900699999997,2242.0,1784.0,1784,297.0,203.0,1284.0,18.0,11,956,700,16.0,78.0,5.0,2279.0,0.0,458.0,False,17.0,0.3923766816143498,0.7957181088314005,0.5358744394618834,False
05-141-0039,Минская,Минский,аг. Ратомка,53.937155700000005,27.3572936,2404.0,2217.0,2217,618.0,27.0,1572.0,8.0,24,1302,846,12.0,25.0,,,,,False,2.0,0.38159675236806495,0.9222129783693843,0.5872801082543978,False
05-141-0040,Минская,Минский,д. Тарасово,53.918467099999994,27.389863899999998,2411.0,1523.0,1523,136.0,28.0,1359.0,12.0,12,153,1266,10.0,62.0,8.0,2486.0,1.0,962.0,False,2.0,0.8312541037426132,0.6316880962256325,0.10045961917268549,False
05-141-0041,Минская,Минский,г. Заславль,54.005116799999996,27.2914526,855.0,798.0,798,303.0,20.0,475.0,10.0,10,396,353,3.0,23.0,3.0,879.0,3.0,78.0,False,,0.4423558897243108,0.9333333333333333,0.49624060150375937,False
05-141-0042,Минская,Минский,г. Заславль,54.0051556,27.282293199999998,1389.0,1051.0,1051,213.0,13.0,825.0,8.0,13,377,639,14.0,0.0,,,,,False,8.0,0.6079923882017126,0.7566594672426206,0.3587059942911513,False
05-141-0044,Минская,Минский,г. Заславль,53.9054794,27.417007,2421.0,1684.0,1684,279.0,16.0,1389.0,17.0,17,742,775,24.0,108.0,1.0,2527.0,,842.0,False,,0.46021377672209024,0.6955803387030153,0.44061757719714967,False
05-141-0045,Минская,Минский,г. Заславль,54.01109,27.262670299999996,2616.0,2005.0,2005,438.0,11.0,1556.0,28.0,69,1037,701,24.0,123.0,23.0,2734.0,0.0,729.0,False,2.0,0.3496259351620948,0.7664373088685015,0.517206982543641,False
05-141-0046,Минская,Минский,г. Заславль,54.0128866,27.303839,1275.0,910.0,910,224.0,13.0,673.0,15.0,11,420,401,6.0,57.0,,,,,False,,0.44065934065934065,0.7137254901960784,0.46153846153846156,False
05-141-0047,Минская,Минский,г. Заславль,53.993551000000004,27.265548600000002,1935.0,1351.0,1351,197.0,26.0,1128.0,6.0,4,729,581,7.0,24.0,0.0,2012.0,2.0,659.0,False,3.0,0.43005181347150256,0.6981912144702842,0.53960029607698,False
05-141-0048,Минская,Минский,аг. Колодищи,53.96402,27.759178000000002,1503.0,1063.0,1063,366.0,6.0,691.0,25.0,12,478,473,19.0,56.0,,,,,False,,0.444967074317968,0.7072521623419827,0.44967074317968014,False
05-141-0050,Минская,Минский,аг. Колодищи,53.951594400000005,27.780613300000002,1855.0,1410.0,1404,486.0,24.0,894.0,24.0,23,497,719,24.0,106.0,11.0,1949.0,3.0,536.0,False,,0.5121082621082621,0.7601078167115903,0.353988603988604,False
05-141-0051,Минская,Минский,аг. Колодищи,53.9555489,27.7801,2117.0,1490.0,1490,340.0,18.0,1132.0,26.0,15,589,737,30.0,93.0,,,,,False,,0.49463087248322146,0.7038261691072272,0.3953020134228188,False
05-141-0052,Минская,Минский,аг. Колодищи,53.9460066,27.7741596,1981.0,1574.0,1574,532.0,22.0,1020.0,31.0,26,1070,361,10.0,66.0,10.0,2056.0,3.0,479.0,False,9.0,0.22935196950444728,0.7945482079757699,0.6797966963151207,False
05-141-0054,Минская,Минский,аг. Колодищи,53.940318999999995,27.774330900000002,2312.0,2412.0,1655,127.0,15.0,1513.0,24.0,20,277,1230,10.0,78.0,16.0,2428.0,2.0,771.0,False,3.0,0.743202416918429,1.0432525951557095,0.1673716012084592,False
05-141-0055,Минская,Минский,п. Сухорукие,53.93957270000001,27.739781199999996,1060.0,679.0,679,79.0,11.0,589.0,10.0,11,135,470,7.0,40.0,6.0,1095.0,2.0,414.0,False,,0.6921944035346097,0.6405660377358491,0.19882179675994108,False
05-141-0056,Минская,Минский,д. Старина,53.9025959,27.5569925,1079.0,711.0,711,118.0,32.0,561.0,17.0,12,199,433,8.0,40.0,,1133.0,2.0,422.0,False,,0.6090014064697609,0.6589434661723819,0.279887482419128,False
05-141-0058,Минская,Минский,аг. Крупица,53.677376100000004,27.535280800000002,1511.0,1511.0,1254,379.0,157.0,718.0,11.0,8,599,548,10.0,78.0,,,,,False,,0.4370015948963317,1.0,0.47767145135566186,False
05-141-0059,Минская,Минский,д. Аннополь,53.6808127,27.556005499999998,847.0,594.0,594,145.0,95.0,354.0,7.0,62,427,137,11.0,14.0,7.0,859.0,0.0,265.0,False,1.0,0.23063973063973064,0.7012987012987013,0.7188552188552189,False
05-141-0060,Минская,Минский,аг. Лошаны,54.040550100000004,27.303774199999996,1557.0,1226.0,1226,282.0,293.0,651.0,17.0,19,679,477,9.0,25.0,,,,,False,2.0,0.3890701468189233,0.7874116891457932,0.5538336052202284,False
05-141-0061,Минская,Минский,аг. Луговая Слобода,53.7825473,27.8368402,1483.0,1111.0,1111,389.0,75.0,647.0,11.0,21,552,475,17.0,30.0,5.0,1533.0,,422.0,False,3.0,0.42754275427542754,0.7491571139581928,0.49684968496849685,False
05-141-0062,Минская,Минский,п. Привольный,53.7980613,27.798653299999998,2405.0,1673.0,1671,270.0,51.0,1350.0,29.0,20,619,898,19.0,58.0,28.0,2426.0,2.0,751.0,False,4.0,0.5374027528426092,0.6956340956340956,0.37043686415320165,False
05-141-0063,Минская,Минский,аг. Замосточье,53.8207223,27.868020299999998,2775.0,2055.0,2055,298.0,162.0,1595.0,22.0,27,1488,436,10.0,62.0,10.0,2914.0,,859.0,False,3.0,0.2121654501216545,0.7405405405405405,0.724087591240876,False
05-141-0065,Минская,Минский,г.п. Мачулищи,53.7848109,27.5958125,1720.0,1373.0,1370,531.0,43.0,796.0,64.0,100,933,187,9.0,40.0,37.0,1806.0,3.0,430.0,False,6.0,0.1364963503649635,0.7982558139534883,0.6810218978102189,False
05-141-0066,Минская,Минский,г.п. Мачулищи,53.7848109,27.5958125,1780.0,1422.0,1418,489.0,23.0,906.0,17.0,98,942,307,11.0,27.0,16.0,1869.0,4.0,443.0,False,7.0,0.2165021156558533,0.798876404494382,0.6643159379407616,False
05-141-0067,Минская,Минский,г.п. Мачулищи,53.78047779999999,27.594606,1420.0,1260.0,1260,461.0,0.0,799.0,8.0,5,895,328,9.0,8.0,7.0,1491.0,2.0,229.0,False,2.0,0.26031746031746034,0.8873239436619719,0.7103174603174603,False
05-141-0068,Минская,Минский,г.п. Мачулищи,53.78047779999999,27.594606,2317.0,1723.0,1723,695.0,8.0,1020.0,19.0,7,1214,422,11.0,50.0,,,,,False,5.0,0.24492164828787,0.7436340094950367,0.7045850261172374,False
05-141-0070,Минская,Минский,аг. Михановичи,53.7398622,27.6946875,1994.0,1305.0,1305,201.0,14.0,1090.0,26.0,25,322,794,16.0,109.0,13.0,2094.0,2.0,787.0,False,,0.6084291187739463,0.6544633901705116,0.2467432950191571,False
05-141-0071,Минская,Минский,аг. Михановичи,53.7436137,27.6965972,1998.0,1294.0,1294,337.0,17.0,940.0,64.0,16,740,424,36.0,14.0,,2098.0,8.0,796.0,False,5.0,0.3276661514683153,0.6476476476476476,0.5718701700154559,False
05-141-0073,Минская,Минский,аг. Новый Двор,53.81557829999999,27.6518422,1448.0,1130.0,1130,431.0,23.0,676.0,9.0,10,517,570,12.0,12.0,,,,,False,10.0,0.504424778761062,0.7803867403314917,0.4575221238938053,False
05-141-0074,Минская,Минский,п/о Стайки,53.80869789999999,27.7329846,1329.0,1169.0,1166,361.0,41.0,764.0,14.0,27,758,337,12.0,14.0,4.0,1396.0,3.0,224.0,False,5.0,0.2890222984562607,0.8796087283671934,0.6500857632933105,False
05-141-0075,Минская,Минский,д. Большой Тростенец,53.8508941,27.7145386,1556.0,1255.0,1255,390.0,45.0,820.0,30.0,11,742,431,7.0,19.0,15.0,1641.0,,389.0,True,,0.3434262948207171,0.8065552699228792,0.5912350597609561,False
05-141-0076,Минская,Минский,д. Большой Тростенец,53.8584379,27.6892701,2360.0,2248.0,2243,600.0,53.0,1590.0,4.0,10,1597,614,5.0,9.0,4.0,2500.0,5.0,252.0,False,4.0,0.27374052608114136,0.9525423728813559,0.7119928666963887,False
05-141-0077,Минская,Минский,аг. Гатово,53.784044900000005,27.631123499999998,1626.0,1262.0,1262,408.0,50.0,804.0,12.0,15,618,547,19.0,27.0,24.0,1726.0,,464.0,False,,0.4334389857369255,0.7761377613776138,0.4896988906497623,False
05-141-0078,Минская,Минский,аг. Гатово,53.784044900000005,27.631123499999998,2209.0,1734.0,1733,551.0,11.0,1171.0,24.0,24,711,834,34.0,88.0,9.0,2429.0,1.0,594.0,False,,0.4812463935372187,0.7849705749207786,0.4102712060011541,False
05-141-0080,Минская,Минский,аг. Острошицкий Городок,54.0660876,27.6984858,1334.0,862.0,862,115.0,103.0,644.0,15.0,17,280,480,14.0,56.0,,,,,True,,0.5568445475638051,0.6461769115442278,0.3248259860788863,False
05-141-0081,Минская,Минский,аг. Острошицкий Городок,54.0660876,27.6984858,2018.0,1396.0,1396,180.0,122.0,1094.0,28.0,21,432,680,20.0,215.0,,,,,False,,0.4871060171919771,0.6917740336967294,0.30945558739255014,False
05-141-0082,Минская,Минский,п/о Острошицкий Городок,54.059062899999994,27.734589500000002,988.0,849.0,849,269.0,62.0,518.0,12.0,29,521,242,6.0,39.0,,,,,False,10.0,0.2850412249705536,0.8593117408906883,0.6136631330977621,False
05-141-0083,Минская,Минский,военный городок Околица,54.039566,27.778515000000002,1011.0,814.0,814,533.0,7.0,274.0,6.0,4,606,161,6.0,31.0,,,,,False,,0.1977886977886978,0.8051434223541049,0.7444717444717445,False
05-141-0084,Минская,Минский,аг. Большевик,54.00366339999999,27.5719716,1988.0,1579.0,1579,516.0,18.0,1045.0,19.0,15,1065,405,11.0,51.0,13.0,2093.0,,514.0,False,2.0,0.2564914502849905,0.7942655935613682,0.6744775174160861,False
05-141-0085,Минская,Минский,аг. Большевик,53.8876346,27.5832085,1681.0,1357.0,1354,453.0,54.0,847.0,8.0,13,926,351,3.0,53.0,,,,,False,6.0,0.259231905465288,0.8072575847709696,0.6838995568685377,False
05-141-0086,Минская,Минский,д. Паперня,54.0399649,27.5642219,591.0,513.0,513,165.0,83.0,265.0,13.0,13,279,178,5.0,25.0,,,,,False,17.0,0.3469785575048733,0.868020304568528,0.543859649122807,False
05-141-0087,Минская,Минский,аг. Вишнёвка,54.0595762,27.5476314,1170.0,1170.0,1190,352.0,66.0,772.0,11.0,9,998,154,9.0,8.0,,1229.0,1.0,39.0,False,2.0,0.12941176470588237,1.0,0.838655462184874,False
05-141-0088,Минская,Минский,"аг. Семково,",54.0233804,27.432499199999995,2944.0,2237.0,2232,607.0,124.0,1501.0,33.0,15,1001,1132,24.0,27.0,,,,,False,8.0,0.507168458781362,0.7598505434782609,0.4484767025089606,False
05-141-0089,Минская,Минский,аг. Петришки,54.072981000000006,27.2175913,2268.0,1901.0,1901,249.0,428.0,1224.0,29.0,35,1041,718,15.0,59.0,4.0,2384.0,1.0,482.0,False,3.0,0.37769594950026303,0.8381834215167548,0.5476065228826933,False
05-141-0090,Минская,Минский,аг. Самохваловичи,53.73868349999999,27.510495799999998,2730.0,2018.0,2016,650.0,30.0,1336.0,25.0,10,1031,916,20.0,14.0,,,,,False,,0.45436507936507936,0.7391941391941392,0.5114087301587301,False
05-141-0091,Минская,Минский,аг. Самохваловичи,53.73945749999999,27.5019664,1552.0,1094.0,1094,174.0,188.0,732.0,27.0,14,578,418,13.0,39.0,5.0,1733.0,3.0,636.0,False,,0.3820840950639854,0.7048969072164949,0.5283363802559415,False
05-141-0092,Минская,Минский,аг. Сеница,53.82266189999999,27.517249600000003,2564.0,1902.0,1900,659.0,24.0,1217.0,64.0,44,511,1128,28.0,70.0,53.0,2088.0,2.0,786.0,False,,0.5936842105263158,0.7418096723868954,0.26894736842105266,False
05-141-0093,Минская,Минский,аг. Сеница,53.82266189999999,27.517249600000003,2730.0,2018.0,2016,650.0,30.0,1336.0,25.0,10,1031,916,20.0,14.0,,,,,False,,0.45436507936507936,0.7391941391941392,0.5114087301587301,False
05-141-0094,Минская,Минский,аг. Сеница,53.821583499999996,27.5189344,2498.0,1856.0,1849,595.0,18.0,1236.0,88.0,28,1412,263,30.0,22.0,6.0,2623.0,8.0,759.0,False,6.0,0.14223904813412655,0.7429943955164131,0.7636560302866414,False
05-141-0095,Минская,Минский,аг. Сеница,53.823919200000006,27.5349327,2147.0,1621.0,1621,552.0,140.0,929.0,64.0,78,1140,229,95.0,15.0,,,,,False,,0.14127082048118444,0.7550069864927806,0.703269586674892,False
05-141-0096,Минская,Минский,аг. Атолино,53.782626199999996,27.4367773,1650.0,1352.0,1352,316.0,13.0,1023.0,25.0,16,530,691,12.0,71.0,7.0,1699.0,4.0,343.0,False,2.0,0.511094674556213,0.8193939393939393,0.39201183431952663,False
